"ZHYD","denr","elev","slop","pop","popd","clc1area","clc2area","clc3area","clc4area","clc5area","clc1","clc2","clc3","clc4","clc5","area_1","RivLen","RivCount","LenD","RivDen","Nroad","roadD","Nbar_obs","Nkm2_obs"
"W3A0101208",9155.39042,297.959452249,246.97068908,0,0,0,4.24,82.87,0.26,0.98,0,0.0480942519730102,0.939993080425319,0.00294917582853364,0.0111161242767806,88.1602234375,18310.78084,2,207.698893288096,0.0226859679117972,2,0.0226859679117972,0,0
"W3A0101209",4896.98496333333,727.161887894,244.767521565,0,0,0,0.35,139.48,0,1.22,0,0.00248453903854969,0.990124300276886,0,0.00866039322008747,140.8712016875,29381.90978,6,208.572862501585,0.0425920978037089,1,0.00709868296728481,0,0
"W3A0101210",1966.44897,117.435780698,246.095539079,0,0,0,13.65,32.51,5.27,0.24,0,0.265613947460379,0.632608749592449,0.102548388506681,0.00467013533996271,51.390373625,3932.89794,2,76.5298569085856,0.0389177944996892,0,0,0,0
"W3A0101301",3278.61049571429,349.219358573,244.193987123,0,0,0,15.41,87.75,11.15,2.99,0,0.131398393994321,0.748229011875513,0.0950741137596806,0.0254952107750175,117.2769280625,22950.27347,7,195.692996475566,0.0596877844231178,4,0.0341073053846388,0,0
"W3A0101302",10526.8163733333,227.784509657,247.023088778,0,0,0,12.92,132.42,1.05,6.37,0,0.0845234086780976,0.866299518355549,0.00686916246996923,0.04167291898448,152.8570629375,31580.44912,3,206.601177028454,0.0196261784856264,5,0.032710297476044,0,0
"W3A0101402",0,18.1037102216,249.714405668,0,0,0.67,58.44,142.1,43.85,2.82,0.00269971078960335,0.235479251558835,0.572580452541247,0.176690027050906,0.0113629618308678,248.174731375,0,0,0,0,0,0,0,0
"W3A0101501",0.44002,3.11586471592,249.969829537,0,0,0,5.23,28.38,4.07,3.95,0,0.126090370927705,0.684215052949955,0.0981238641827454,0.0952307772780945,41.478187125,0.44002,1,0.0106084674982043,0.0241090575387581,0,0,0,0
"W3A0101502",11290.7132328571,240.05837172,247.989654114,1542.93121755,2.41361148437457,5.54,67.39,507.82,51.34,6.54,0.0086662370113085,0.105418359601459,0.794384202000485,0.0803113011120178,0.010230539720931,639.2624610625,158069.98526,14,247.269306252202,0.0219002379347146,16,0.0250288433539596,0,0
"W3A0101504",10248.59669,27.0512962946,249.626779083,7.70018446539,0.0328890033045273,0.29,52.88,67.44,110.17,3.47,0.00123864707412952,0.225860887172307,0.288049512687224,0.470557752264997,0.0148210529214808,234.126415875,20497.19338,2,87.5475469241516,0.00854239361468635,1,0.00427119680734317,0,0
"W3A0101602",0,10.4773914984,249.630343611,1524.43591152,4.84020445413227,4.3,77.79,95.55,129.25,7.24,0.0136528397130296,0.246989395645715,0.30337879873953,0.410378961141646,0.0229875719819383,314.952793,0,0,0,0,0,0,1,0.00317507900303015
"W3A0101701",0.04423,57.3426876429,248.343300376,23.3273172379,0.897904717264456,0,10.64,9.31,5.92,0.12,0,0.409550146476846,0.358356378167241,0.227870006310426,0.00461898661440052,25.9797245625,0.04423,1,0.00170248148295779,0.0384915551200044,0,0,0,0
"W3A0101702",5219.05785333333,230.153152535,246.760604047,2546.95090175,22.1783872704853,5.7,7.52,98.16,3.4,0,0.0496345678885706,0.0654827983372019,0.854759505954753,0.029606584354586,0,114.8393195,15657.17356,3,136.339832281922,0.0261234567834582,3,0.0261234567834582,1,0.0087078189278194
"W3A0101703",0.14064,101.670491683,248.804175678,6.90346825123,0.188696765779141,0,3.28,26.35,6.91,0,0,0.0896542678595368,0.720240840883778,0.188875302106524,0,36.5849845,0.14064,1,0.00384420007066014,0.0273336182498588,0,0,0,0
"W3A0101704",15624.82661,305.301066717,247.216311366,0,0,0,0,102.7,0.52,0,0,0,1.00034252417163,0.00506502543884371,0,102.6648348125,15624.82661,1,152.192585109946,0.00974043353623791,9,0.0876639018261412,0,0
"W3A0101705",0.044225,33.1426899767,249.520194727,1935.89468895,19.5130074370973,2.76,2.06,90.87,2.99,0.44,0.0278196437201856,0.0207639369795588,0.915931530743937,0.0301379473635344,0.00443501566553684,99.2104725625,0.08845,2,0.000891538944583485,0.0201591621160765,0,0,0,0
"W3A0101706",9851.58193666667,231.159205218,248.630930852,0,0,0,1.56,139.8,0.36,2.97,0,0.0107803350725089,0.966083873805605,0.00248776963211744,0.0205240994649689,144.7079325,29554.74581,3,204.237219752967,0.0207314136009786,4,0.0276418848013049,0,0
"W3A0101707",3613.45417,204.939634843,246.95153667,0,0,0,0,109.71,0.49,0.4,0,0,0.989984440839286,0.00442158760378498,0.0036094592683959,110.8199235,10840.36251,3,97.8196173362275,0.0270709445129693,3,0.0270709445129693,0,0
"W3A0101708",3269.74595333333,110.185266686,245.740441051,1097.59631228,11.1195472722814,0.63,0.8,95.47,0,1.58,0.00638241464841055,0.00810465352179117,0.967189089656754,0,0.0160066907055376,98.7087230625,9809.23786,3,99.3755927101704,0.0303924507067169,1,0.010130816902239,0,0
